environment,split,source_stem,image,mask
office,train,000437,dataset/drivable/images/train/office_000437.png,dataset/drivable/masks/train/office_000437.png
office,train,000527,dataset/drivable/images/train/office_000527.png,dataset/drivable/masks/train/office_000527.png
office,train,000343,dataset/drivable/images/train/office_000343.png,dataset/drivable/masks/train/office_000343.png
office,train,000500,dataset/drivable/images/train/office_000500.png,dataset/drivable/masks/train/office_000500.png
office,train,000570,dataset/drivable/images/train/office_000570.png,dataset/drivable/masks/train/office_000570.png
office,train,000365,dataset/drivable/images/train/office_000365.png,dataset/drivable/masks/train/office_000365.png
office,train,000102,dataset/drivable/images/train/office_000102.png,dataset/drivable/masks/train/office_000102.png
office,train,000353,dataset/drivable/images/train/office_000353.png,dataset/drivable/masks/train/office_000353.png
office,train,000541,dataset/drivable/images/train/office_000541.png,dataset/drivable/masks/train/office_000541.png
office,train,000493,dataset/drivable/images/train/office_000493.png,dataset/drivable/masks/train/office_000493.png
office,train,000434,dataset/drivable/images/train/office_000434.png,dataset/drivable/masks/train/office_000434.png
office,train,000108,dataset/drivable/images/train/office_000108.png,dataset/drivable/masks/train/office_000108.png
office,train,000484,dataset/drivable/images/train/office_000484.png,dataset/drivable/masks/train/office_000484.png
office,train,000310,dataset/drivable/images/train/office_000310.png,dataset/drivable/masks/train/office_000310.png
office,train,000477,dataset/drivable/images/train/office_000477.png,dataset/drivable/masks/train/office_000477.png
office,train,000135,dataset/drivable/images/train/office_000135.png,dataset/drivable/masks/train/office_000135.png
office,train,000084,dataset/drivable/images/train/office_000084.png,dataset/drivable/masks/train/office_000084.png
office,train,000597,dataset/drivable/images/train/office_000597.png,dataset/drivable/masks/train/office_000597.png
office,train,000243,dataset/drivable/images/train/office_000243.png,dataset/drivable/masks/train/office_000243.png
office,train,000337,dataset/drivable/images/train/office_000337.png,dataset/drivable/masks/train/office_000337.png
office,train,000065,dataset/drivable/images/train/office_000065.png,dataset/drivable/masks/train/office_000065.png
office,train,000064,dataset/drivable/images/train/office_000064.png,dataset/drivable/masks/train/office_000064.png
office,train,000392,dataset/drivable/images/train/office_000392.png,dataset/drivable/masks/train/office_000392.png
office,train,000272,dataset/drivable/images/train/office_000272.png,dataset/drivable/masks/train/office_000272.png
office,train,000544,dataset/drivable/images/train/office_000544.png,dataset/drivable/masks/train/office_000544.png
office,train,000035,dataset/drivable/images/train/office_000035.png,dataset/drivable/masks/train/office_000035.png
office,train,000248,dataset/drivable/images/train/office_000248.png,dataset/drivable/masks/train/office_000248.png
office,train,000374,dataset/drivable/images/train/office_000374.png,dataset/drivable/masks/train/office_000374.png
office,train,000043,dataset/drivable/images/train/office_000043.png,dataset/drivable/masks/train/office_000043.png
office,train,000040,dataset/drivable/images/train/office_000040.png,dataset/drivable/masks/train/office_000040.png
office,train,000290,dataset/drivable/images/train/office_000290.png,dataset/drivable/masks/train/office_000290.png
office,train,000123,dataset/drivable/images/train/office_000123.png,dataset/drivable/masks/train/office_000123.png
office,train,000029,dataset/drivable/images/train/office_000029.png,dataset/drivable/masks/train/office_000029.png
office,train,000122,dataset/drivable/images/train/office_000122.png,dataset/drivable/masks/train/office_000122.png
office,train,000157,dataset/drivable/images/train/office_000157.png,dataset/drivable/masks/train/office_000157.png
office,train,000413,dataset/drivable/images/train/office_000413.png,dataset/drivable/masks/train/office_000413.png
office,train,000499,dataset/drivable/images/train/office_000499.png,dataset/drivable/masks/train/office_000499.png
office,train,000461,dataset/drivable/images/train/office_000461.png,dataset/drivable/masks/train/office_000461.png
office,train,000009,dataset/drivable/images/train/office_000009.png,dataset/drivable/masks/train/office_000009.png
office,train,000533,dataset/drivable/images/train/office_000533.png,dataset/drivable/masks/train/office_000533.png
office,train,000165,dataset/drivable/images/train/office_000165.png,dataset/drivable/masks/train/office_000165.png
office,train,000306,dataset/drivable/images/train/office_000306.png,dataset/drivable/masks/train/office_000306.png
office,train,000000,dataset/drivable/images/train/office_000000.png,dataset/drivable/masks/train/office_000000.png
office,train,000512,dataset/drivable/images/train/office_000512.png,dataset/drivable/masks/train/office_000512.png
office,train,000398,dataset/drivable/images/train/office_000398.png,dataset/drivable/masks/train/office_000398.png
office,train,000529,dataset/drivable/images/train/office_000529.png,dataset/drivable/masks/train/office_000529.png
office,train,000082,dataset/drivable/images/train/office_000082.png,dataset/drivable/masks/train/office_000082.png
office,train,000450,dataset/drivable/images/train/office_000450.png,dataset/drivable/masks/train/office_000450.png
office,train,000191,dataset/drivable/images/train/office_000191.png,dataset/drivable/masks/train/office_000191.png
office,train,000489,dataset/drivable/images/train/office_000489.png,dataset/drivable/masks/train/office_000489.png
office,train,000101,dataset/drivable/images/train/office_000101.png,dataset/drivable/masks/train/office_000101.png
office,train,000311,dataset/drivable/images/train/office_000311.png,dataset/drivable/masks/train/office_000311.png
office,train,000454,dataset/drivable/images/train/office_000454.png,dataset/drivable/masks/train/office_000454.png
office,train,000327,dataset/drivable/images/train/office_000327.png,dataset/drivable/masks/train/office_000327.png
office,train,000430,dataset/drivable/images/train/office_000430.png,dataset/drivable/masks/train/office_000430.png
office,train,000152,dataset/drivable/images/train/office_000152.png,dataset/drivable/masks/train/office_000152.png
office,train,000320,dataset/drivable/images/train/office_000320.png,dataset/drivable/masks/train/office_000320.png
office,train,000445,dataset/drivable/images/train/office_000445.png,dataset/drivable/masks/train/office_000445.png
office,train,000054,dataset/drivable/images/train/office_000054.png,dataset/drivable/masks/train/office_000054.png
office,train,000259,dataset/drivable/images/train/office_000259.png,dataset/drivable/masks/train/office_000259.png
office,train,000091,dataset/drivable/images/train/office_000091.png,dataset/drivable/masks/train/office_000091.png
office,train,000390,dataset/drivable/images/train/office_000390.png,dataset/drivable/masks/train/office_000390.png
office,train,000256,dataset/drivable/images/train/office_000256.png,dataset/drivable/masks/train/office_000256.png
office,train,000506,dataset/drivable/images/train/office_000506.png,dataset/drivable/masks/train/office_000506.png
office,train,000368,dataset/drivable/images/train/office_000368.png,dataset/drivable/masks/train/office_000368.png
office,train,000448,dataset/drivable/images/train/office_000448.png,dataset/drivable/masks/train/office_000448.png
office,train,000471,dataset/drivable/images/train/office_000471.png,dataset/drivable/masks/train/office_000471.png
office,train,000001,dataset/drivable/images/train/office_000001.png,dataset/drivable/masks/train/office_000001.png
office,train,000232,dataset/drivable/images/train/office_000232.png,dataset/drivable/masks/train/office_000232.png
office,train,000555,dataset/drivable/images/train/office_000555.png,dataset/drivable/masks/train/office_000555.png
office,train,000222,dataset/drivable/images/train/office_000222.png,dataset/drivable/masks/train/office_000222.png
office,train,000150,dataset/drivable/images/train/office_000150.png,dataset/drivable/masks/train/office_000150.png
office,train,000526,dataset/drivable/images/train/office_000526.png,dataset/drivable/masks/train/office_000526.png
office,train,000174,dataset/drivable/images/train/office_000174.png,dataset/drivable/masks/train/office_000174.png
office,train,000328,dataset/drivable/images/train/office_000328.png,dataset/drivable/masks/train/office_000328.png
office,train,000393,dataset/drivable/images/train/office_000393.png,dataset/drivable/masks/train/office_000393.png
office,train,000136,dataset/drivable/images/train/office_000136.png,dataset/drivable/masks/train/office_000136.png
office,train,000384,dataset/drivable/images/train/office_000384.png,dataset/drivable/masks/train/office_000384.png
office,train,000521,dataset/drivable/images/train/office_000521.png,dataset/drivable/masks/train/office_000521.png
office,train,000453,dataset/drivable/images/train/office_000453.png,dataset/drivable/masks/train/office_000453.png
office,train,000349,dataset/drivable/images/train/office_000349.png,dataset/drivable/masks/train/office_000349.png
office,train,000058,dataset/drivable/images/train/office_000058.png,dataset/drivable/masks/train/office_000058.png
office,train,000369,dataset/drivable/images/train/office_000369.png,dataset/drivable/masks/train/office_000369.png
office,train,000485,dataset/drivable/images/train/office_000485.png,dataset/drivable/masks/train/office_000485.png
office,train,000005,dataset/drivable/images/train/office_000005.png,dataset/drivable/masks/train/office_000005.png
office,train,000491,dataset/drivable/images/train/office_000491.png,dataset/drivable/masks/train/office_000491.png
office,train,000283,dataset/drivable/images/train/office_000283.png,dataset/drivable/masks/train/office_000283.png
office,train,000128,dataset/drivable/images/train/office_000128.png,dataset/drivable/masks/train/office_000128.png
office,train,000561,dataset/drivable/images/train/office_000561.png,dataset/drivable/masks/train/office_000561.png
office,train,000239,dataset/drivable/images/train/office_000239.png,dataset/drivable/masks/train/office_000239.png
office,train,000483,dataset/drivable/images/train/office_000483.png,dataset/drivable/masks/train/office_000483.png
office,val,000195,dataset/drivable/images/val/office_000195.png,dataset/drivable/masks/val/office_000195.png
office,val,000197,dataset/drivable/images/val/office_000197.png,dataset/drivable/masks/val/office_000197.png
office,val,000524,dataset/drivable/images/val/office_000524.png,dataset/drivable/masks/val/office_000524.png
office,val,000305,dataset/drivable/images/val/office_000305.png,dataset/drivable/masks/val/office_000305.png
office,val,000519,dataset/drivable/images/val/office_000519.png,dataset/drivable/masks/val/office_000519.png
office,val,000572,dataset/drivable/images/val/office_000572.png,dataset/drivable/masks/val/office_000572.png
office,val,000515,dataset/drivable/images/val/office_000515.png,dataset/drivable/masks/val/office_000515.png
office,val,000547,dataset/drivable/images/val/office_000547.png,dataset/drivable/masks/val/office_000547.png
office,val,000321,dataset/drivable/images/val/office_000321.png,dataset/drivable/masks/val/office_000321.png
office,val,000078,dataset/drivable/images/val/office_000078.png,dataset/drivable/masks/val/office_000078.png
office,val,000056,dataset/drivable/images/val/office_000056.png,dataset/drivable/masks/val/office_000056.png
office,val,000440,dataset/drivable/images/val/office_000440.png,dataset/drivable/masks/val/office_000440.png
office,val,000024,dataset/drivable/images/val/office_000024.png,dataset/drivable/masks/val/office_000024.png
office,val,000386,dataset/drivable/images/val/office_000386.png,dataset/drivable/masks/val/office_000386.png
office,val,000550,dataset/drivable/images/val/office_000550.png,dataset/drivable/masks/val/office_000550.png
office,val,000252,dataset/drivable/images/val/office_000252.png,dataset/drivable/masks/val/office_000252.png
office,val,000260,dataset/drivable/images/val/office_000260.png,dataset/drivable/masks/val/office_000260.png
office,val,000070,dataset/drivable/images/val/office_000070.png,dataset/drivable/masks/val/office_000070.png
office,val,000112,dataset/drivable/images/val/office_000112.png,dataset/drivable/masks/val/office_000112.png
office,val,000185,dataset/drivable/images/val/office_000185.png,dataset/drivable/masks/val/office_000185.png
office,val,000204,dataset/drivable/images/val/office_000204.png,dataset/drivable/masks/val/office_000204.png
office,val,000298,dataset/drivable/images/val/office_000298.png,dataset/drivable/masks/val/office_000298.png
office,val,000577,dataset/drivable/images/val/office_000577.png,dataset/drivable/masks/val/office_000577.png
office,val,000219,dataset/drivable/images/val/office_000219.png,dataset/drivable/masks/val/office_000219.png
office,val,000299,dataset/drivable/images/val/office_000299.png,dataset/drivable/masks/val/office_000299.png
office,val,000382,dataset/drivable/images/val/office_000382.png,dataset/drivable/masks/val/office_000382.png
office,val,000134,dataset/drivable/images/val/office_000134.png,dataset/drivable/masks/val/office_000134.png
office,val,000275,dataset/drivable/images/val/office_000275.png,dataset/drivable/masks/val/office_000275.png
office,val,000287,dataset/drivable/images/val/office_000287.png,dataset/drivable/masks/val/office_000287.png
office,val,000381,dataset/drivable/images/val/office_000381.png,dataset/drivable/masks/val/office_000381.png
office,val,000126,dataset/drivable/images/val/office_000126.png,dataset/drivable/masks/val/office_000126.png
office,val,000594,dataset/drivable/images/val/office_000594.png,dataset/drivable/masks/val/office_000594.png
office,val,000271,dataset/drivable/images/val/office_000271.png,dataset/drivable/masks/val/office_000271.png
office,val,000146,dataset/drivable/images/val/office_000146.png,dataset/drivable/masks/val/office_000146.png
office,val,000469,dataset/drivable/images/val/office_000469.png,dataset/drivable/masks/val/office_000469.png
office,val,000405,dataset/drivable/images/val/office_000405.png,dataset/drivable/masks/val/office_000405.png
office,val,000511,dataset/drivable/images/val/office_000511.png,dataset/drivable/masks/val/office_000511.png
office,val,000217,dataset/drivable/images/val/office_000217.png,dataset/drivable/masks/val/office_000217.png
office,val,000322,dataset/drivable/images/val/office_000322.png,dataset/drivable/masks/val/office_000322.png
office,val,000216,dataset/drivable/images/val/office_000216.png,dataset/drivable/masks/val/office_000216.png
office,val,000067,dataset/drivable/images/val/office_000067.png,dataset/drivable/masks/val/office_000067.png
office,val,000274,dataset/drivable/images/val/office_000274.png,dataset/drivable/masks/val/office_000274.png
office,val,000410,dataset/drivable/images/val/office_000410.png,dataset/drivable/masks/val/office_000410.png
office,val,000323,dataset/drivable/images/val/office_000323.png,dataset/drivable/masks/val/office_000323.png
office,val,000589,dataset/drivable/images/val/office_000589.png,dataset/drivable/masks/val/office_000589.png
office,val,000234,dataset/drivable/images/val/office_000234.png,dataset/drivable/masks/val/office_000234.png
office,val,000057,dataset/drivable/images/val/office_000057.png,dataset/drivable/masks/val/office_000057.png
office,val,000332,dataset/drivable/images/val/office_000332.png,dataset/drivable/masks/val/office_000332.png
office,val,000224,dataset/drivable/images/val/office_000224.png,dataset/drivable/masks/val/office_000224.png
office,val,000276,dataset/drivable/images/val/office_000276.png,dataset/drivable/masks/val/office_000276.png
office,val,000388,dataset/drivable/images/val/office_000388.png,dataset/drivable/masks/val/office_000388.png
office,val,000473,dataset/drivable/images/val/office_000473.png,dataset/drivable/masks/val/office_000473.png
office,val,000167,dataset/drivable/images/val/office_000167.png,dataset/drivable/masks/val/office_000167.png
office,val,000596,dataset/drivable/images/val/office_000596.png,dataset/drivable/masks/val/office_000596.png
office,val,000175,dataset/drivable/images/val/office_000175.png,dataset/drivable/masks/val/office_000175.png
office,val,000073,dataset/drivable/images/val/office_000073.png,dataset/drivable/masks/val/office_000073.png
office,val,000273,dataset/drivable/images/val/office_000273.png,dataset/drivable/masks/val/office_000273.png
office,val,000214,dataset/drivable/images/val/office_000214.png,dataset/drivable/masks/val/office_000214.png
office,val,000363,dataset/drivable/images/val/office_000363.png,dataset/drivable/masks/val/office_000363.png
office,val,000379,dataset/drivable/images/val/office_000379.png,dataset/drivable/masks/val/office_000379.png
office,test,000166,dataset/drivable/images/test/office_000166.png,dataset/drivable/masks/test/office_000166.png
office,test,000373,dataset/drivable/images/test/office_000373.png,dataset/drivable/masks/test/office_000373.png
office,test,000464,dataset/drivable/images/test/office_000464.png,dataset/drivable/masks/test/office_000464.png
office,test,000571,dataset/drivable/images/test/office_000571.png,dataset/drivable/masks/test/office_000571.png
office,test,000565,dataset/drivable/images/test/office_000565.png,dataset/drivable/masks/test/office_000565.png
office,test,000103,dataset/drivable/images/test/office_000103.png,dataset/drivable/masks/test/office_000103.png
office,test,000585,dataset/drivable/images/test/office_000585.png,dataset/drivable/masks/test/office_000585.png
office,test,000081,dataset/drivable/images/test/office_000081.png,dataset/drivable/masks/test/office_000081.png
office,test,000296,dataset/drivable/images/test/office_000296.png,dataset/drivable/masks/test/office_000296.png
office,test,000233,dataset/drivable/images/test/office_000233.png,dataset/drivable/masks/test/office_000233.png
office,test,000046,dataset/drivable/images/test/office_000046.png,dataset/drivable/masks/test/office_000046.png
office,test,000071,dataset/drivable/images/test/office_000071.png,dataset/drivable/masks/test/office_000071.png
office,test,000196,dataset/drivable/images/test/office_000196.png,dataset/drivable/masks/test/office_000196.png
office,test,000370,dataset/drivable/images/test/office_000370.png,dataset/drivable/masks/test/office_000370.png
office,test,000300,dataset/drivable/images/test/office_000300.png,dataset/drivable/masks/test/office_000300.png
office,test,000080,dataset/drivable/images/test/office_000080.png,dataset/drivable/masks/test/office_000080.png
office,test,000387,dataset/drivable/images/test/office_000387.png,dataset/drivable/masks/test/office_000387.png
office,test,000127,dataset/drivable/images/test/office_000127.png,dataset/drivable/masks/test/office_000127.png
office,test,000549,dataset/drivable/images/test/office_000549.png,dataset/drivable/masks/test/office_000549.png
office,test,000470,dataset/drivable/images/test/office_000470.png,dataset/drivable/masks/test/office_000470.png
office,test,000044,dataset/drivable/images/test/office_000044.png,dataset/drivable/masks/test/office_000044.png
office,test,000270,dataset/drivable/images/test/office_000270.png,dataset/drivable/masks/test/office_000270.png
office,test,000352,dataset/drivable/images/test/office_000352.png,dataset/drivable/masks/test/office_000352.png
office,test,000367,dataset/drivable/images/test/office_000367.png,dataset/drivable/masks/test/office_000367.png
office,test,000099,dataset/drivable/images/test/office_000099.png,dataset/drivable/masks/test/office_000099.png
office,test,000389,dataset/drivable/images/test/office_000389.png,dataset/drivable/masks/test/office_000389.png
office,test,000094,dataset/drivable/images/test/office_000094.png,dataset/drivable/masks/test/office_000094.png
office,test,000593,dataset/drivable/images/test/office_000593.png,dataset/drivable/masks/test/office_000593.png
office,test,000344,dataset/drivable/images/test/office_000344.png,dataset/drivable/masks/test/office_000344.png
office,test,000220,dataset/drivable/images/test/office_000220.png,dataset/drivable/masks/test/office_000220.png
office,test,000159,dataset/drivable/images/test/office_000159.png,dataset/drivable/masks/test/office_000159.png
office,test,000576,dataset/drivable/images/test/office_000576.png,dataset/drivable/masks/test/office_000576.png
office,test,000348,dataset/drivable/images/test/office_000348.png,dataset/drivable/masks/test/office_000348.png
office,test,000590,dataset/drivable/images/test/office_000590.png,dataset/drivable/masks/test/office_000590.png
office,test,000163,dataset/drivable/images/test/office_000163.png,dataset/drivable/masks/test/office_000163.png
office,test,000006,dataset/drivable/images/test/office_000006.png,dataset/drivable/masks/test/office_000006.png
office,test,000284,dataset/drivable/images/test/office_000284.png,dataset/drivable/masks/test/office_000284.png
office,test,000459,dataset/drivable/images/test/office_000459.png,dataset/drivable/masks/test/office_000459.png
office,test,000225,dataset/drivable/images/test/office_000225.png,dataset/drivable/masks/test/office_000225.png
office,test,000429,dataset/drivable/images/test/office_000429.png,dataset/drivable/masks/test/office_000429.png
office,test,000592,dataset/drivable/images/test/office_000592.png,dataset/drivable/masks/test/office_000592.png
office,test,000203,dataset/drivable/images/test/office_000203.png,dataset/drivable/masks/test/office_000203.png
office,test,000574,dataset/drivable/images/test/office_000574.png,dataset/drivable/masks/test/office_000574.png
office,test,000027,dataset/drivable/images/test/office_000027.png,dataset/drivable/masks/test/office_000027.png
office,test,000517,dataset/drivable/images/test/office_000517.png,dataset/drivable/masks/test/office_000517.png
office,test,000238,dataset/drivable/images/test/office_000238.png,dataset/drivable/masks/test/office_000238.png
office,test,000223,dataset/drivable/images/test/office_000223.png,dataset/drivable/masks/test/office_000223.png
office,test,000095,dataset/drivable/images/test/office_000095.png,dataset/drivable/masks/test/office_000095.png
office,test,000030,dataset/drivable/images/test/office_000030.png,dataset/drivable/masks/test/office_000030.png
office,test,000032,dataset/drivable/images/test/office_000032.png,dataset/drivable/masks/test/office_000032.png
office,test,000432,dataset/drivable/images/test/office_000432.png,dataset/drivable/masks/test/office_000432.png
office,test,000089,dataset/drivable/images/test/office_000089.png,dataset/drivable/masks/test/office_000089.png
office,test,000558,dataset/drivable/images/test/office_000558.png,dataset/drivable/masks/test/office_000558.png
office,test,000104,dataset/drivable/images/test/office_000104.png,dataset/drivable/masks/test/office_000104.png
office,test,000142,dataset/drivable/images/test/office_000142.png,dataset/drivable/masks/test/office_000142.png
office,test,000228,dataset/drivable/images/test/office_000228.png,dataset/drivable/masks/test/office_000228.png
office,test,000250,dataset/drivable/images/test/office_000250.png,dataset/drivable/masks/test/office_000250.png
office,test,000281,dataset/drivable/images/test/office_000281.png,dataset/drivable/masks/test/office_000281.png
office,test,000025,dataset/drivable/images/test/office_000025.png,dataset/drivable/masks/test/office_000025.png
office,test,000114,dataset/drivable/images/test/office_000114.png,dataset/drivable/masks/test/office_000114.png
hospital,train,000102,dataset/drivable/images/train/hospital_000102.png,dataset/drivable/masks/train/hospital_000102.png
hospital,train,000187,dataset/drivable/images/train/hospital_000187.png,dataset/drivable/masks/train/hospital_000187.png
hospital,train,000094,dataset/drivable/images/train/hospital_000094.png,dataset/drivable/masks/train/hospital_000094.png
hospital,train,000055,dataset/drivable/images/train/hospital_000055.png,dataset/drivable/masks/train/hospital_000055.png
hospital,train,000131,dataset/drivable/images/train/hospital_000131.png,dataset/drivable/masks/train/hospital_000131.png
hospital,train,000046,dataset/drivable/images/train/hospital_000046.png,dataset/drivable/masks/train/hospital_000046.png
hospital,train,000192,dataset/drivable/images/train/hospital_000192.png,dataset/drivable/masks/train/hospital_000192.png
hospital,train,000091,dataset/drivable/images/train/hospital_000091.png,dataset/drivable/masks/train/hospital_000091.png
hospital,train,000144,dataset/drivable/images/train/hospital_000144.png,dataset/drivable/masks/train/hospital_000144.png
hospital,train,000077,dataset/drivable/images/train/hospital_000077.png,dataset/drivable/masks/train/hospital_000077.png
hospital,train,000065,dataset/drivable/images/train/hospital_000065.png,dataset/drivable/masks/train/hospital_000065.png
hospital,train,000150,dataset/drivable/images/train/hospital_000150.png,dataset/drivable/masks/train/hospital_000150.png
hospital,train,000009,dataset/drivable/images/train/hospital_000009.png,dataset/drivable/masks/train/hospital_000009.png
hospital,train,000088,dataset/drivable/images/train/hospital_000088.png,dataset/drivable/masks/train/hospital_000088.png
hospital,train,000018,dataset/drivable/images/train/hospital_000018.png,dataset/drivable/masks/train/hospital_000018.png
hospital,train,000057,dataset/drivable/images/train/hospital_000057.png,dataset/drivable/masks/train/hospital_000057.png
hospital,train,000136,dataset/drivable/images/train/hospital_000136.png,dataset/drivable/masks/train/hospital_000136.png
hospital,train,000049,dataset/drivable/images/train/hospital_000049.png,dataset/drivable/masks/train/hospital_000049.png
hospital,train,000173,dataset/drivable/images/train/hospital_000173.png,dataset/drivable/masks/train/hospital_000173.png
hospital,train,000130,dataset/drivable/images/train/hospital_000130.png,dataset/drivable/masks/train/hospital_000130.png
hospital,train,000142,dataset/drivable/images/train/hospital_000142.png,dataset/drivable/masks/train/hospital_000142.png
hospital,train,000126,dataset/drivable/images/train/hospital_000126.png,dataset/drivable/masks/train/hospital_000126.png
hospital,train,000029,dataset/drivable/images/train/hospital_000029.png,dataset/drivable/masks/train/hospital_000029.png
hospital,train,000128,dataset/drivable/images/train/hospital_000128.png,dataset/drivable/masks/train/hospital_000128.png
hospital,train,000120,dataset/drivable/images/train/hospital_000120.png,dataset/drivable/masks/train/hospital_000120.png
hospital,train,000067,dataset/drivable/images/train/hospital_000067.png,dataset/drivable/masks/train/hospital_000067.png
hospital,train,000161,dataset/drivable/images/train/hospital_000161.png,dataset/drivable/masks/train/hospital_000161.png
hospital,train,000182,dataset/drivable/images/train/hospital_000182.png,dataset/drivable/masks/train/hospital_000182.png
hospital,train,000011,dataset/drivable/images/train/hospital_000011.png,dataset/drivable/masks/train/hospital_000011.png
hospital,train,000064,dataset/drivable/images/train/hospital_000064.png,dataset/drivable/masks/train/hospital_000064.png
hospital,train,000181,dataset/drivable/images/train/hospital_000181.png,dataset/drivable/masks/train/hospital_000181.png
hospital,train,000186,dataset/drivable/images/train/hospital_000186.png,dataset/drivable/masks/train/hospital_000186.png
hospital,train,000026,dataset/drivable/images/train/hospital_000026.png,dataset/drivable/masks/train/hospital_000026.png
hospital,train,000000,dataset/drivable/images/train/hospital_000000.png,dataset/drivable/masks/train/hospital_000000.png
hospital,train,000123,dataset/drivable/images/train/hospital_000123.png,dataset/drivable/masks/train/hospital_000123.png
hospital,train,000174,dataset/drivable/images/train/hospital_000174.png,dataset/drivable/masks/train/hospital_000174.png
hospital,train,000100,dataset/drivable/images/train/hospital_000100.png,dataset/drivable/masks/train/hospital_000100.png
hospital,train,000188,dataset/drivable/images/train/hospital_000188.png,dataset/drivable/masks/train/hospital_000188.png
hospital,train,000171,dataset/drivable/images/train/hospital_000171.png,dataset/drivable/masks/train/hospital_000171.png
hospital,train,000034,dataset/drivable/images/train/hospital_000034.png,dataset/drivable/masks/train/hospital_000034.png
hospital,train,000022,dataset/drivable/images/train/hospital_000022.png,dataset/drivable/masks/train/hospital_000022.png
hospital,train,000080,dataset/drivable/images/train/hospital_000080.png,dataset/drivable/masks/train/hospital_000080.png
hospital,train,000127,dataset/drivable/images/train/hospital_000127.png,dataset/drivable/masks/train/hospital_000127.png
hospital,train,000132,dataset/drivable/images/train/hospital_000132.png,dataset/drivable/masks/train/hospital_000132.png
hospital,train,000180,dataset/drivable/images/train/hospital_000180.png,dataset/drivable/masks/train/hospital_000180.png
hospital,train,000062,dataset/drivable/images/train/hospital_000062.png,dataset/drivable/masks/train/hospital_000062.png
hospital,train,000175,dataset/drivable/images/train/hospital_000175.png,dataset/drivable/masks/train/hospital_000175.png
hospital,train,000051,dataset/drivable/images/train/hospital_000051.png,dataset/drivable/masks/train/hospital_000051.png
hospital,train,000196,dataset/drivable/images/train/hospital_000196.png,dataset/drivable/masks/train/hospital_000196.png
hospital,train,000151,dataset/drivable/images/train/hospital_000151.png,dataset/drivable/masks/train/hospital_000151.png
hospital,train,000185,dataset/drivable/images/train/hospital_000185.png,dataset/drivable/masks/train/hospital_000185.png
hospital,train,000089,dataset/drivable/images/train/hospital_000089.png,dataset/drivable/masks/train/hospital_000089.png
hospital,train,000037,dataset/drivable/images/train/hospital_000037.png,dataset/drivable/masks/train/hospital_000037.png
hospital,train,000004,dataset/drivable/images/train/hospital_000004.png,dataset/drivable/masks/train/hospital_000004.png
hospital,train,000012,dataset/drivable/images/train/hospital_000012.png,dataset/drivable/masks/train/hospital_000012.png
hospital,train,000045,dataset/drivable/images/train/hospital_000045.png,dataset/drivable/masks/train/hospital_000045.png
hospital,train,000167,dataset/drivable/images/train/hospital_000167.png,dataset/drivable/masks/train/hospital_000167.png
hospital,train,000024,dataset/drivable/images/train/hospital_000024.png,dataset/drivable/masks/train/hospital_000024.png
hospital,train,000189,dataset/drivable/images/train/hospital_000189.png,dataset/drivable/masks/train/hospital_000189.png
hospital,train,000101,dataset/drivable/images/train/hospital_000101.png,dataset/drivable/masks/train/hospital_000101.png
hospital,train,000036,dataset/drivable/images/train/hospital_000036.png,dataset/drivable/masks/train/hospital_000036.png
hospital,train,000078,dataset/drivable/images/train/hospital_000078.png,dataset/drivable/masks/train/hospital_000078.png
hospital,train,000071,dataset/drivable/images/train/hospital_000071.png,dataset/drivable/masks/train/hospital_000071.png
hospital,train,000168,dataset/drivable/images/train/hospital_000168.png,dataset/drivable/masks/train/hospital_000168.png
hospital,train,000013,dataset/drivable/images/train/hospital_000013.png,dataset/drivable/masks/train/hospital_000013.png
hospital,train,000176,dataset/drivable/images/train/hospital_000176.png,dataset/drivable/masks/train/hospital_000176.png
hospital,train,000165,dataset/drivable/images/train/hospital_000165.png,dataset/drivable/masks/train/hospital_000165.png
hospital,train,000074,dataset/drivable/images/train/hospital_000074.png,dataset/drivable/masks/train/hospital_000074.png
hospital,train,000021,dataset/drivable/images/train/hospital_000021.png,dataset/drivable/masks/train/hospital_000021.png
hospital,train,000047,dataset/drivable/images/train/hospital_000047.png,dataset/drivable/masks/train/hospital_000047.png
hospital,train,000095,dataset/drivable/images/train/hospital_000095.png,dataset/drivable/masks/train/hospital_000095.png
hospital,train,000134,dataset/drivable/images/train/hospital_000134.png,dataset/drivable/masks/train/hospital_000134.png
hospital,train,000191,dataset/drivable/images/train/hospital_000191.png,dataset/drivable/masks/train/hospital_000191.png
hospital,train,000199,dataset/drivable/images/train/hospital_000199.png,dataset/drivable/masks/train/hospital_000199.png
hospital,train,000014,dataset/drivable/images/train/hospital_000014.png,dataset/drivable/masks/train/hospital_000014.png
hospital,train,000093,dataset/drivable/images/train/hospital_000093.png,dataset/drivable/masks/train/hospital_000093.png
hospital,train,000125,dataset/drivable/images/train/hospital_000125.png,dataset/drivable/masks/train/hospital_000125.png
hospital,train,000030,dataset/drivable/images/train/hospital_000030.png,dataset/drivable/masks/train/hospital_000030.png
hospital,train,000172,dataset/drivable/images/train/hospital_000172.png,dataset/drivable/masks/train/hospital_000172.png
hospital,train,000178,dataset/drivable/images/train/hospital_000178.png,dataset/drivable/masks/train/hospital_000178.png
hospital,train,000092,dataset/drivable/images/train/hospital_000092.png,dataset/drivable/masks/train/hospital_000092.png
hospital,train,000025,dataset/drivable/images/train/hospital_000025.png,dataset/drivable/masks/train/hospital_000025.png
